"sample_id","Effect","Compound","Dose","SampleType","Well","Arachidonic Acid","2'-deoxycytidine","Thymidine","Thymidine.D4","Lactate","Citrulline-D4","Lactate.D3"
"Daunorubicin_0.01_media_a4","Cardiotoxic","Daunorubicin",0.01,"media","a4",352774.46875,775.915405273438,5870.79931640625,93789.796875,24005.072265625,44563.56640625,13583.375
"Daunorubicin_0.03_cells_b5","Cardiotoxic","Daunorubicin",0.03,"cells","b5",334915.625,3887.46411132812,25206.470703125,86351.53125,19661.01953125,43432.640625,13251.16015625
"Daunorubicin_0.3_media_a7","Cardiotoxic","Daunorubicin",0.3,"media","a7",352539.90625,693.721557617188,5255.25390625,93582.171875,24864.412109375,45950.7265625,14604.84765625
"Daunorubicin_0.3_cells_c7","Cardiotoxic","Daunorubicin",0.3,"cells","c7",486747.1875,10259.4658203125,38856.32421875,87253.3125,111230.265625,51983.671875,18137.42578125
"Daunorubicin_0.3_cells_d7","Cardiotoxic","Daunorubicin",0.3,"cells","d7",463769.1875,9031.0576171875,42372.34765625,91858.3515625,119961.7265625,46872.15625,17987.810546875
"Daunorubicin_0.3_cells_b7","Cardiotoxic","Daunorubicin",0.3,"cells","b7",456106.21875,8352.94921875,35059.78125,86846.2109375,86398.6640625,43456.98828125,16951.318359375
"Dexfenfluramine_0.3_cells_c6","Cardiotoxic","Dexfenfluramine",0.3,"cells","c6",318690.5,10360.671875,16251.05078125,63433.6484375,10926.6826171875,41675.11328125,7127.9140625
"Dexfenfluramine_1_cells_d7","Cardiotoxic","Dexfenfluramine",1,"cells","d7",318149.625,10975.30078125,16109.3720703125,67304.140625,12985.2509765625,45550.125,7747.96826171875
"Dexfenfluramine_30_cells_c10","Cardiotoxic","Dexfenfluramine",30,"cells","c10",80265.8984375,13120.7685546875,20332.767578125,70909.484375,31121.80078125,44433.80859375,9979.9697265625
"Dexfenfluramine_0.03_media_a4","Cardiotoxic","Dexfenfluramine",0.03,"media","a4",302021.6875,774.767944335938,4248.19140625,69298.125,9146.501953125,45210.6796875,8169.7587890625
"Dexfenfluramine_3_media_a8","Cardiotoxic","Dexfenfluramine",3,"media","a8",305722.21875,864.128173828125,3894.01196289062,73698.0078125,10146.8759765625,46001.32421875,7376.11328125
"Dexfenfluramine_0.1_cells_b5","Cardiotoxic","Dexfenfluramine",0.1,"cells","b5",308432.21875,11415.099609375,15993.3896484375,70001.421875,11301.80859375,41956.87109375,7120.43505859375
"Dexfenfluramine_100_media_a11","Cardiotoxic","Dexfenfluramine",100,"media","a11",294495.40625,805.94140625,4344.7080078125,79195.34375,12128.9931640625,48424.6796875,10088.2138671875
"Dexfenfluramine_1_cells_c7","Cardiotoxic","Dexfenfluramine",1,"cells","c7",315991.15625,11159.7490234375,16254.392578125,67970.7421875,12244.783203125,42211.55078125,8416.5517578125
"Dexfenfluramine_30_cells_b10","Cardiotoxic","Dexfenfluramine",30,"cells","b10",86522.78125,12653.9296875,19319.693359375,71467.0703125,29169.982421875,46077.75390625,8845.228515625
"Dexfenfluramine_0.1_cells_c5","Cardiotoxic","Dexfenfluramine",0.1,"cells","c5",290901.3125,10222.7138671875,16713.4375,67531.6328125,11465.326171875,40083.53515625,7419.45361328125
"Dexfenfluramine_30_media_a10","Cardiotoxic","Dexfenfluramine",30,"media","a10",342853.03125,841.454772949219,4394.1044921875,79670.140625,12449.8671875,50049.01171875,9657.79296875
"Dexfenfluramine_0.1_cells_d5","Cardiotoxic","Dexfenfluramine",0.1,"cells","d5",285942.09375,11045.0576171875,17478.42578125,67905.1953125,10420.63671875,40428.76171875,7310.5048828125
"Dexfenfluramine_100_cells_b11","Cardiotoxic","Dexfenfluramine",100,"cells","b11",87548.90625,6072.93701171875,14854.9423828125,69823.3046875,97497.96875,48328.95703125,11705.8203125
"Dexfenfluramine_30_cells_d10","Cardiotoxic","Dexfenfluramine",30,"cells","d10",93376.1484375,9571.0888671875,18714.533203125,63692.65625,28169.39453125,44871.6171875,8236.62109375
"Dexfenfluramine_0.3_cells_b6","Cardiotoxic","Dexfenfluramine",0.3,"cells","b6",299211.15625,9884.1240234375,16079.287109375,73859.5078125,10918.2802734375,41678.3203125,7219.62939453125
"Dexfenfluramine_0.03_cells_b4","Cardiotoxic","Dexfenfluramine",0.03,"cells","b4",295747.96875,10973.453125,15221.8935546875,68218.7578125,10491.4462890625,44700.2578125,6967.4892578125
"Dexfenfluramine_0.3_media_a6","Cardiotoxic","Dexfenfluramine",0.3,"media","a6",315768.1875,1077.86022949219,4593.39990234375,70499.6875,9481.3798828125,42060.32421875,7777.18017578125
"Dexfenfluramine_1_media_a7","Cardiotoxic","Dexfenfluramine",1,"media","a7",301042.875,701.938659667969,3941.04760742188,67117.9765625,9267.0537109375,41534.18359375,9027.81640625
"Dexfenfluramine_3_cells_c8","Cardiotoxic","Dexfenfluramine",3,"cells","c8",329001.75,11437.140625,17656.203125,68605.6484375,12115.9736328125,44958.99609375,8815.4208984375
"Dexfenfluramine_100_cells_d11","Cardiotoxic","Dexfenfluramine",100,"cells","d11",66522.265625,6040.67578125,15095.197265625,70674.6640625,90287.203125,41053.56640625,10806.24609375
"Dexfenfluramine_10_cells_d9","Cardiotoxic","Dexfenfluramine",10,"cells","d9",291498.75,11992.3759765625,17813.552734375,72732.6484375,13617.978515625,45562.7421875,8244.1376953125
"Dexfenfluramine_3_cells_b8","Cardiotoxic","Dexfenfluramine",3,"cells","b8",316184.5,10119.72265625,17955.349609375,69102.671875,12021.7626953125,46668.3203125,7473.50439453125
"Dexfenfluramine_10_media_a9","Cardiotoxic","Dexfenfluramine",10,"media","a9",318764.75,916.292114257812,3770.052734375,78031.6328125,14999.0087890625,49873.1171875,9838.662109375
"Dexfenfluramine_1_cells_b7","Cardiotoxic","Dexfenfluramine",1,"cells","b7",300812.75,8104.220703125,15604.5234375,70995.1640625,9256.380859375,42720.078125,8533.7783203125
"Dexfenfluramine_0.1_media_a5","Cardiotoxic","Dexfenfluramine",0.1,"media","a5",301073.28125,841.869140625,4013.73681640625,71672.265625,10894.470703125,41535.875,7504.03759765625
"Dexfenfluramine_0.03_cells_d4","Cardiotoxic","Dexfenfluramine",0.03,"cells","d4",297390.78125,11345.177734375,16660.861328125,65892.6484375,11351.8974609375,43099.8203125,6928.3349609375
"Dexfenfluramine_10_cells_b9","Cardiotoxic","Dexfenfluramine",10,"cells","b9",301520.8125,10236.888671875,17816.08203125,68083.1953125,16131.1494140625,50680.48828125,9900.765625
"Dithiazanine Iodide_3_cells_f10","Cardiotoxic","Dithiazanine Iodide",3,"cells","f10",425969.59375,774.835632324219,6072.748046875,89186.78125,34551.54296875,48628.9140625,15000.84375
"Dithiazanine Iodide_3_cells_e10","Cardiotoxic","Dithiazanine Iodide",3,"cells","e10",436875.3125,848.186950683594,6348.1279296875,88106.2578125,58402.1953125,48733.45703125,16772.984375
"Dithiazanine Iodide_3_cells_g10","Cardiotoxic","Dithiazanine Iodide",3,"cells","g10",424994.0625,685.703247070312,6715.97021484375,94875.6015625,26472.369140625,48832.67578125,16249.2890625
"Dithiazanine Iodide_0.1_cells_g7","Cardiotoxic","Dithiazanine Iodide",0.1,"cells","g7",243716.0625,13660.4130859375,21804.41796875,87373.40625,77957.65625,47621.09765625,16047.7373046875
"Dithiazanine Iodide_1_cells_f9","Cardiotoxic","Dithiazanine Iodide",1,"cells","f9",1777767.5,5554.7177734375,7433.76025390625,95236.046875,151065.53125,49110.3671875,19291.322265625
"Dithiazanine Iodide_1_media_h9","Cardiotoxic","Dithiazanine Iodide",1,"media","h9",371753.34375,942.309509277344,5909.62255859375,94522.609375,27818.404296875,53082.859375,17142.05859375
"Dithiazanine Iodide_0.003_media_h4","Cardiotoxic","Dithiazanine Iodide",0.003,"media","h4",336321.75,1174.39367675781,5427.2822265625,91936.9296875,26454.703125,43934.58203125,14056.97265625
"Dithiazanine Iodide_3_media_h10","Cardiotoxic","Dithiazanine Iodide",3,"media","h10",328776.78125,690.993041992188,5777.44189453125,97378.8671875,24192.333984375,50303.390625,15533.8486328125
"Dithiazanine Iodide_10_cells_e11","Cardiotoxic","Dithiazanine Iodide",10,"cells","e11",416732.78125,758.267883300781,5899.44970703125,91533.640625,25207.994140625,48533.31640625,15435.7978515625
"Dithiazanine Iodide_0.1_cells_f7","Cardiotoxic","Dithiazanine Iodide",0.1,"cells","f7",227387.828125,13251.564453125,22983.2890625,87543.6328125,96901.6171875,50274.5234375,16296.4462890625
"Dithiazanine Iodide_0.01_cells_g5","Cardiotoxic","Dithiazanine Iodide",0.01,"cells","g5",293226.09375,17612.236328125,21399.66796875,85499.0234375,31151.587890625,44897.796875,14244.98046875
"Dithiazanine Iodide_0.003_cells_g4","Cardiotoxic","Dithiazanine Iodide",0.003,"cells","g4",290434.46875,17466.326171875,21245.931640625,89203,28574.859375,47759.7734375,14811.306640625
"Dithiazanine Iodide_0.3_cells_g8","Cardiotoxic","Dithiazanine Iodide",0.3,"cells","g8",385387,5120.498046875,16431.654296875,94561.234375,252244.59375,48530.5625,19336.4140625
"Dithiazanine Iodide_0.01_media_h5","Cardiotoxic","Dithiazanine Iodide",0.01,"media","h5",328697.78125,976.928161621094,6113.294921875,94159.7421875,26631.4609375,48059.34375,15661.9921875
"Dithiazanine Iodide_0.03_cells_g6","Cardiotoxic","Dithiazanine Iodide",0.03,"cells","g6",289265.5,17924.359375,21711.5390625,89941.515625,25978.361328125,46491.31640625,15147.2705078125
"Dithiazanine Iodide_0.1_media_h7","Cardiotoxic","Dithiazanine Iodide",0.1,"media","h7",363504.84375,786.110778808594,6018.8388671875,92075.8828125,32092.943359375,48886.41796875,16694.306640625
"Dithiazanine Iodide_10_cells_f11","Cardiotoxic","Dithiazanine Iodide",10,"cells","f11",416501.4375,994.749572753906,5243.5888671875,91953.375,27001.81640625,50718.97265625,15880.4443359375
"Dithiazanine Iodide_0.03_cells_e6","Cardiotoxic","Dithiazanine Iodide",0.03,"cells","e6",251421.9375,21267.59765625,22399.279296875,92904.5,29659.587890625,44162.01171875,16769.47265625
"Dithiazanine Iodide_0.3_media_h8","Cardiotoxic","Dithiazanine Iodide",0.3,"media","h8",338061,768.48828125,5462.4384765625,89189.25,25554.853515625,46529.65625,13290.4423828125
"Dithiazanine Iodide_0.03_media_h6","Cardiotoxic","Dithiazanine Iodide",0.03,"media","h6",343965.875,999.422485351562,6904.458984375,95914.0234375,26881.423828125,50020.5859375,16699.76171875
"Dithiazanine Iodide_0.1_cells_e7","Cardiotoxic","Dithiazanine Iodide",0.1,"cells","e7",201665.78125,14049.4892578125,26110.265625,89524.1328125,81344.4140625,50574.359375,18009.03515625
"Dithiazanine Iodide_10_media_h11","Cardiotoxic","Dithiazanine Iodide",10,"media","h11",326762.65625,841.283813476562,5205.4501953125,97637.9375,26924.794921875,48298.4140625,17137.439453125
"Dithiazanine Iodide_0.01_cells_f5","Cardiotoxic","Dithiazanine Iodide",0.01,"cells","f5",290836.96875,17326.115234375,20899.26953125,89992.859375,24521.8984375,47806.80078125,13406.435546875
"Dithiazanine Iodide_0.3_cells_f8","Cardiotoxic","Dithiazanine Iodide",0.3,"cells","f8",364425.75,4577.31591796875,13242.962890625,91840.40625,306275.6875,48566.44140625,19356.99609375
"Dithiazanine Iodide_0.03_cells_f6","Cardiotoxic","Dithiazanine Iodide",0.03,"cells","f6",277384.0625,18912.685546875,24132.9921875,86813.2265625,27432.90625,47509.765625,14178.8955078125
"Dithiazanine Iodide_0.003_cells_f4","Cardiotoxic","Dithiazanine Iodide",0.003,"cells","f4",280329.875,17692.18359375,20981.267578125,95955.7421875,28700.591796875,46855.0546875,13734.6826171875
"Dithiazanine Iodide_0.01_cells_e5","Cardiotoxic","Dithiazanine Iodide",0.01,"cells","e5",257836,18462.279296875,22413.58203125,91058.71875,19182.701171875,44270.046875,12036.552734375
"DMSO_0.1_media_a3","SolventControl","DMSO",0.1,"media","a3",335329.132472826,819.6547579558,5015.32386315387,74534.5474694294,19529.9531196926,38547.2894446332,10481.9017705503
"DMSO_0.1_cells_b3","SolventControl","DMSO",0.1,"cells","b3",324618.605823864,9492.40911310369,19476.5283441311,71672.5614519817,20379.673243323,36654.8204260538,9882.51366903616
"DMSO_0.1_cells_d3","SolventControl","DMSO",0.1,"cells","d3",325471.838315217,9724.15616483467,19359.7501302083,71942.7355638587,19621.807172309,37530.5932086447,9697.84976671007
"DMSO_0.1_cells_e3","SolventControl","DMSO",0.1,"cells","e3",333764.648263889,9837.64491869056,19185.3924045139,72588.8410326087,18501.4245127802,37546.927956321,9641.74037502123
"DMSO_0.1_cells_f3","SolventControl","DMSO",0.1,"cells","f3",319502.074305556,9378.50052802507,19058.7141927083,72024.3965297965,21658.6216097745,36780.7871744792,9781.71588665506
"DMSO_0.1_cells_g3","SolventControl","DMSO",0.1,"cells","g3",325218.872819767,9095.80033735795,19328.1436212713,72146.1675967262,22700.0142877752,36512.9967151989,9627.95780436198
"DMSO_0.1_media_h3","SolventControl","DMSO",0.1,"media","h3",327379.834918478,847.726311725119,5134.55885381284,76259.1394361413,17404.7483334749,38392.7152471128,10358.5777269446
"DMSO_0.1_cells_c3","SolventControl","DMSO",0.1,"cells","c3",314778.440972222,9661.68979378634,19050.2885742188,71823.7716619318,18982.8585557726,36907.7372178819,9640.87463101474
"Dofetilide_1_media_a9","Cardiotoxic","Dofetilide",1,"media","a9",361934.1875,1079.91235351562,4991.2236328125,84692.7734375,29459.30078125,46725.546875,13365.857421875
"Dofetilide_0.01_cells_d5","Cardiotoxic","Dofetilide",0.01,"cells","d5",361604.125,14650.830078125,16847.521484375,73844.546875,43072.91015625,41092.6171875,11704.244140625
"Dofetilide_1_cells_d9","Cardiotoxic","Dofetilide",1,"cells","d9",513577.03125,15767.087890625,14823.009765625,78445.78125,158874.171875,44933.484375,15661.216796875
"Dofetilide_0.3_media_a8","Cardiotoxic","Dofetilide",0.3,"media","a8",361663.5625,668.154357910156,5033.6064453125,71450.4921875,29719.3828125,40816.31640625,13477.2177734375
"Dofetilide_0.03_media_a6","Cardiotoxic","Dofetilide",0.03,"media","a6",370211.8125,691.48095703125,5475.078125,79612.5703125,37597.17578125,43482.7890625,16358.2021484375
"Dofetilide_0.3_cells_c8","Cardiotoxic","Dofetilide",0.3,"cells","c8",520064.78125,17116.8359375,14188.3369140625,86549.3515625,155234.84375,47598.90234375,18644.78125
"Dofetilide_3_media_a10","Cardiotoxic","Dofetilide",3,"media","a10",368655.875,590.592041015625,5566.044921875,81669.1640625,25991.64453125,46733.38671875,14941.296875
"Dofetilide_0.03_cells_c6","Cardiotoxic","Dofetilide",0.03,"cells","c6",447980.375,19350.779296875,14351.8203125,82801.265625,98231.8828125,45979.9453125,14387.3486328125
"Dofetilide_0.01_media_a5","Cardiotoxic","Dofetilide",0.01,"media","a5",370988.1875,593.170593261719,5342.138671875,76855.578125,34828.4609375,43913.5625,14558.9169921875
"Dofetilide_0.003_cells_c4","Cardiotoxic","Dofetilide",0.003,"cells","c4",360275.9375,15271.6123046875,19643.5234375,78676.0390625,26125.423828125,41423.84765625,12218.3701171875
"Dofetilide_0.003_media_a4","Cardiotoxic","Dofetilide",0.003,"media","a4",349992.0625,681.395690917969,5170.12451171875,78693.8359375,29070.005859375,41811.20703125,12739.74609375
"Dofetilide_0.003_cells_b4","Cardiotoxic","Dofetilide",0.003,"cells","b4",323857.5,14905.462890625,20865.140625,78930.9375,21118.75,42466.51171875,13357.359375
"Dofetilide_0.3_cells_d8","Cardiotoxic","Dofetilide",0.3,"cells","d8",478646.25,17084.318359375,13687.3359375,81800.53125,158098.171875,45198.3125,16029.8447265625
"Dofetilide_0.1_cells_d7","Cardiotoxic","Dofetilide",0.1,"cells","d7",493788.5,16420.447265625,13889.931640625,80455.5625,147938.375,44942.1328125,16885.037109375
"Dofetilide_0.01_cells_c5","Cardiotoxic","Dofetilide",0.01,"cells","c5",364374,19157.63671875,18609.556640625,83258.109375,38555.02734375,43037.71875,14471.0126953125
"Dofetilide_0.03_cells_d6","Cardiotoxic","Dofetilide",0.03,"cells","d6",442614.875,16625.28515625,13403.943359375,79507.421875,119554.8828125,45677.91796875,15205.806640625
"Dofetilide_3_cells_c10","Cardiotoxic","Dofetilide",3,"cells","c10",561412.375,15408.56640625,15782.5771484375,82053.3828125,188130.421875,46611.95703125,18104.724609375
"Dofetilide_10_media_a11","Cardiotoxic","Dofetilide",10,"media","a11",385262.15625,825.078979492188,6484.71826171875,82998.84375,35074.48828125,46162.84375,16109.3251953125
"Dofetilide_0.03_cells_b6","Cardiotoxic","Dofetilide",0.03,"cells","b6",494654.28125,15091.53515625,14002.6337890625,80577.3203125,106551.703125,41445.609375,15320.1796875
"Dofetilide_1_cells_c9","Cardiotoxic","Dofetilide",1,"cells","c9",491312.15625,16855.072265625,15058.1279296875,78425.4296875,160266.640625,45316.453125,16660.841796875
"Dofetilide_0.01_cells_b5","Cardiotoxic","Dofetilide",0.01,"cells","b5",323464.5,18786.984375,17529.640625,81451.5234375,39751.57421875,44022.75390625,14185.5439453125
"Dofetilide_3_cells_d10","Cardiotoxic","Dofetilide",3,"cells","d10",525440.3125,14801.9716796875,15795.404296875,81520.453125,158145.390625,44208.66015625,17385.53515625
"Dofetilide_0.1_cells_c7","Cardiotoxic","Dofetilide",0.1,"cells","c7",515700.84375,17057.66796875,13857.22265625,83722.609375,145224.21875,45115.76953125,17576.169921875
"Dofetilide_0.1_media_a7","Cardiotoxic","Dofetilide",0.1,"media","a7",371056.6875,726.542053222656,6424.2724609375,82470.5,68615.2265625,46987.44921875,15005.99609375
"Dofetilide_10_cells_d11","Cardiotoxic","Dofetilide",10,"cells","d11",565387.3125,14754.513671875,18440.080078125,77268.9765625,156269.4375,44333.484375,16660.287109375
"Dofetilide_10_cells_c11","Cardiotoxic","Dofetilide",10,"cells","c11",528835.125,14618.796875,19334.49609375,77556.375,174871.140625,45976.109375,16735.69921875
"Dofetilide_0.1_cells_b7","Cardiotoxic","Dofetilide",0.1,"cells","b7",505800.40625,18359.181640625,13769.2509765625,86762.1171875,143324.765625,45308.921875,17674.150390625
"Doxorubicin_10_media_h10","Cardiotoxic","Doxorubicin",10,"media","h10",385574.1875,633.432373046875,5448.8955078125,88758.1015625,22891.158203125,46537.2109375,16746.904296875
"Doxorubicin_1_cells_f8","Cardiotoxic","Doxorubicin",1,"cells","f8",1070110.875,3243.08129882812,16307.42578125,82240.125,53579.796875,42312.66015625,13702.173828125
"Doxorubicin_0.03_media_h5","Cardiotoxic","Doxorubicin",0.03,"media","h5",356281.625,800.977233886719,5870.0341796875,81204.4765625,20726.05078125,44905.73046875,14961.92578125
"Doxorubicin_3_cells_g9","Cardiotoxic","Doxorubicin",3,"cells","g9",1076815.125,2856.7314453125,16071.9296875,83497.5703125,105294.2265625,49286.19140625,17560.33203125
"Doxorubicin_0.01_cells_f4","Cardiotoxic","Doxorubicin",0.01,"cells","f4",443097.25,3739.1513671875,12280.0341796875,82296.9453125,25540.583984375,43660.42578125,14185.9287109375
"Doxorubicin_0.3_cells_g7","Cardiotoxic","Doxorubicin",0.3,"cells","g7",399513.9375,5920.1142578125,29752.58203125,81327.8046875,126168.6171875,43140.6875,14727.6337890625
"Doxorubicin_3_media_h9","Cardiotoxic","Doxorubicin",3,"media","h9",393481.46875,739.196472167969,5241.57373046875,84269.671875,25431.96484375,47323.29296875,15290.5439453125
"Doxorubicin_0.03_cells_e5","Cardiotoxic","Doxorubicin",0.03,"cells","e5",398255.0625,3338.99194335938,17306.177734375,81970.625,32446.369140625,41538.94140625,12363.076171875
"Doxorubicin_0.01_cells_g4","Cardiotoxic","Doxorubicin",0.01,"cells","g4",373628.40625,1687.21276855469,12273.3291015625,79150.9140625,19219.37109375,46978.6328125,11786.3525390625
"Doxorubicin_3_cells_e9","Cardiotoxic","Doxorubicin",3,"cells","e9",1064318.125,2986.91430664062,15365.9619140625,84280.109375,102365.0390625,49248.484375,14990.873046875
"Doxorubicin_0.01_media_h4","Cardiotoxic","Doxorubicin",0.01,"media","h4",362793.75,686.660522460938,5414.77392578125,80105.375,20941.595703125,45812.171875,13373.876953125
"Doxorubicin_0.03_cells_f5","Cardiotoxic","Doxorubicin",0.03,"cells","f5",395727.125,3075.1220703125,17875.646484375,83535.65625,25879.484375,47624.49609375,13948.7236328125
"Doxorubicin_0.3_cells_f7","Cardiotoxic","Doxorubicin",0.3,"cells","f7",454587.8125,5936.18896484375,27940.802734375,77327.5546875,96265.734375,42707.734375,15997.033203125
"Doxorubicin_0.3_media_h7","Cardiotoxic","Doxorubicin",0.3,"media","h7",373630.75,680.568725585938,5265.05908203125,72938.96875,25062.28515625,43395.73828125,13933.5888671875
"Doxorubicin_10_cells_e10","Cardiotoxic","Doxorubicin",10,"cells","e10",1013334.9375,2714.25390625,11388.982421875,84307.3125,99182.1015625,47618.36328125,16963.90234375
"Doxorubicin_0.1_cells_f6","Cardiotoxic","Doxorubicin",0.1,"cells","f6",435562.9375,5073.98291015625,22204.16796875,78351.4140625,28309.423828125,42569,15188.3486328125
"Doxorubicin_30_cells_f11","Cardiotoxic","Doxorubicin",30,"cells","f11",760085.8125,510.662994384766,5031.1474609375,82947.375,24153.072265625,50559.94921875,13714.2470703125
"Doxorubicin_1_cells_e8","Cardiotoxic","Doxorubicin",1,"cells","e8",1098323.875,4190.107421875,16634.349609375,80340.2734375,52388.94140625,43557.7734375,15215.056640625
"Doxorubicin_0.03_cells_g5","Cardiotoxic","Doxorubicin",0.03,"cells","g5",384047.3125,3607.232421875,18157.958984375,84656.9375,21204.6328125,45111.36328125,11753.37109375
"Doxorubicin_10_cells_f10","Cardiotoxic","Doxorubicin",10,"cells","f10",938766.375,3012.88037109375,10898.080078125,86417.0546875,95061.046875,44920.18359375,16820.525390625
"Doxorubicin_30_cells_g11","Cardiotoxic","Doxorubicin",30,"cells","g11",769972.25,582.898742675781,4922.4140625,81067.234375,22100.7265625,46340.16015625,16370.8935546875
"Doxorubicin_30_cells_e11","Cardiotoxic","Doxorubicin",30,"cells","e11",757451.875,845.307434082031,5664.82861328125,83320.140625,24768.63671875,45732.3203125,15183.7177734375
"Doxorubicin_1_media_h8","Cardiotoxic","Doxorubicin",1,"media","h8",382187.6875,611.7041015625,5320.8798828125,78386.828125,20619.779296875,44165.375,13715.869140625
"Doxorubicin_30_media_h11","Cardiotoxic","Doxorubicin",30,"media","h11",395305.0625,549.195739746094,4477.2333984375,76070.5703125,23644.82421875,45720.59375,14748.7685546875
"Doxorubicin_1_cells_g8","Cardiotoxic","Doxorubicin",1,"cells","g8",1291257.25,5244.3427734375,15510.271484375,82365.65625,50443.921875,46647.33984375,14602.2451171875
"Doxorubicin_10_cells_g10","Cardiotoxic","Doxorubicin",10,"cells","g10",986421.5,2255.87841796875,12292.8818359375,85560.21875,90605.421875,46090.125,16058.587890625
"Doxorubicin_0.1_cells_e6","Cardiotoxic","Doxorubicin",0.1,"cells","e6",434811.5,4389.44189453125,23999.837890625,87872.2578125,39832.32421875,47382.51953125,14400.294921875
"Doxorubicin_0.1_cells_g6","Cardiotoxic","Doxorubicin",0.1,"cells","g6",441327.09375,2767.89331054688,22471.490234375,79913.109375,35915.90234375,44931.2578125,14328.4892578125
"Doxorubicin_0.1_media_h6","Cardiotoxic","Doxorubicin",0.1,"media","h6",384573.75,659.346557617188,5329.10888671875,84246.1328125,22938.501953125,46009.859375,17182.9609375
"Encainide_0.1_media_h5","Cardiotoxic","Encainide",0.1,"media","h5",315483.65625,1256.77795410156,4691.26904296875,68695.4609375,12307.791015625,42943.3828125,8083.51123046875
"Encainide_0.3_cells_g6","Cardiotoxic","Encainide",0.3,"cells","g6",334112.3125,9663.044921875,15622.7734375,64213.73828125,13047.822265625,39427.26171875,6785.81494140625
"Encainide_0.3_cells_f6","Cardiotoxic","Encainide",0.3,"cells","f6",294264,9681.447265625,15771.625,65170.62109375,11177.0703125,42803.17578125,7348.44482421875
"Encainide_0.03_media_h4","Cardiotoxic","Encainide",0.03,"media","h4",314329.375,827.495544433594,4578.6572265625,66989.734375,14554.64453125,41476.01171875,9044.84375
"Encainide_0.1_cells_f5","Cardiotoxic","Encainide",0.1,"cells","f5",296596.25,10613.85546875,16445.5,64481.06640625,10828.798828125,42448.1015625,6726.90087890625
"Encainide_30_media_h10","Cardiotoxic","Encainide",30,"media","h10",346711.65625,647.326354980469,4220.10400390625,77021.7265625,12790.0107421875,44070.90625,9873.2900390625
"Encainide_0.1_cells_g5","Cardiotoxic","Encainide",0.1,"cells","g5",286352.65625,9606.328125,16658.3359375,67631.1953125,10720.5205078125,41748.625,6940.9384765625
"Encainide_30_cells_e10","Cardiotoxic","Encainide",30,"cells","e10",361524.3125,11056.955078125,19349.3671875,71699.8984375,114587.625,45998.28125,12058.2705078125
"Encainide_0.03_cells_g4","Cardiotoxic","Encainide",0.03,"cells","g4",306866.28125,10954.337890625,17475.654296875,71507.015625,12610.625,42374.12109375,7047.48291015625
"Encainide_100_cells_g11","Cardiotoxic","Encainide",100,"cells","g11",78970.671875,6773.98876953125,18054.90625,66942.2734375,122174.5625,44836.359375,11037.8974609375
"Encainide_10_media_h9","Cardiotoxic","Encainide",10,"media","h9",334525.75,959.245361328125,4551.3564453125,73317.6953125,12827.435546875,47814.6484375,10534.888671875
"Encainide_100_cells_e11","Cardiotoxic","Encainide",100,"cells","e11",77068.8515625,5024.63818359375,17860.955078125,71097.5234375,129097.5078125,47210.6953125,12796.3271484375
"Encainide_100_cells_f11","Cardiotoxic","Encainide",100,"cells","f11",82548.9140625,6330.60986328125,18717.17578125,65859.8671875,129991.890625,42939.90234375,13174.6279296875
"Encainide_1_cells_g7","Cardiotoxic","Encainide",1,"cells","g7",308993.1875,10642.1591796875,16342.1435546875,68046.359375,13257.5478515625,42254.63671875,8957.6552734375
"Encainide_100_media_h11","Cardiotoxic","Encainide",100,"media","h11",337629.5,1041.78112792969,4677.21484375,69455.6015625,13977.484375,44569.76171875,9605.09375
"Encainide_0.3_media_h6","Cardiotoxic","Encainide",0.3,"media","h6",322437.59375,819.535827636719,4799.50830078125,69313.421875,10883.70703125,43507.578125,8707.443359375
"Encainide_0.03_cells_f4","Cardiotoxic","Encainide",0.03,"cells","f4",302284.625,9028.5576171875,15884.3828125,67332.90625,12157.369140625,41271.17578125,7427.03076171875
"Encainide_0.03_cells_e4","Cardiotoxic","Encainide",0.03,"cells","e4",318829.40625,11198.4375,17926.255859375,66632.9609375,11902.51953125,42002.22265625,8243.65625
"Encainide_3_cells_g8","Cardiotoxic","Encainide",3,"cells","g8",325356.65625,11120.0703125,17097.7734375,65445.7421875,15851.0654296875,39174.94921875,8622.9619140625
"Encainide_3_cells_e8","Cardiotoxic","Encainide",3,"cells","e8",324729.34375,12401.7197265625,17949.318359375,71816.5625,21171.634765625,46045.265625,7921.357421875
"Encainide_3_media_h8","Cardiotoxic","Encainide",3,"media","h8",325177.40625,967.492736816406,4636.748046875,69496.84375,10554.1416015625,44211.41796875,8048.927734375
"Encainide_10_cells_g9","Cardiotoxic","Encainide",10,"cells","g9",366531.9375,11412.818359375,17689.43359375,68483.984375,43453.44140625,44043.484375,10130.6650390625
"Encainide_1_media_h7","Cardiotoxic","Encainide",1,"media","h7",332332.53125,860.863830566406,5328.36865234375,70538.015625,11608.041015625,44343.70703125,9116.3388671875
"Erlotinib_100_cells_f11","Non","Erlotinib",100,"cells","f11",352857.3125,2227.44946289062,15176.1748046875,83640.375,39589.7265625,48880.21875,10417.484375
"Erlotinib_0.03_cells_e4","Non","Erlotinib",0.03,"cells","e4",328414.09375,6003.80322265625,22952.5859375,84893.84375,17490.984375,50025.421875,9734.9248046875
"Erlotinib_0.03_cells_f4","Non","Erlotinib",0.03,"cells","f4",326432.53125,5940.0234375,23073.869140625,91705.5625,13231.32421875,50682.1953125,9098.05859375
